#GRM32ER71E226KE15,,,#GRM32ER71E226KE15,,,#GRM32ER71E226KE15,,,
#2026/09/12,,,#2026/09/12,,,#2026/09/12,,,
#c_dcbias_capchange_cap,,,#r,,,#z,,,
#capchange  25.0degC  AC0.5Vrms,,,#DC3.3V 25degC,,,#DC3.3V 25degC,,,
DC Bias[V],Cap. Change Rate[%],Cap. Change Rate[%],Frequency[Hz],Resistance[ohm],,Frequency[Hz],Impedance[ohm],,
,,,6353432.161351662,0.010725311553843344,,6353432.161351662,0.022799299139363998,,
,,,6644369.48835128,0.011007454947231156,,6644369.48835128,0.023767352892576338,,
,,,6948629.461456517,0.011295050566691866,,6948629.461456517,0.024742481587493127,,
,,,7266822.153293941,0.011585017842891347,,7266822.153293941,0.02572683934152809,,
,,,7599585.57302819,0.011874867377415941,,7599585.57302819,0.026722882547649082,,
,,,7947586.945636123,0.012162577283104095,,7947586.945636123,0.027733310095148914,,
,,,8311524.049761669,0.012446508477463236,,8311524.049761669,0.028761028377970673,,
,,,8692126.616834069,0.012725344867910979,,8692126.616834069,0.029809129168734804,,
,,,9090157.794254545,0.01299804947637355,,9090157.794254545,0.030880873901729167,,
,,,9506415.67558567,0.013263830779492338,,9506415.67558567,0.03197968093857085,,
,,,9941734.90081113,0.013522115612775984,,9941734.90081113,0.03310911409192304,,
,,,1.0396988329875145E7,0.013772526332933526,,1.0396988329875145E7,0.03427287164223259,,
,,,1.0873088792856487E7,0.014014860812631523,,1.0873088792856487E7,0.03547477561794087,,
,,,1.1370990920287136E7,0.01424907441675422,,1.1370990920287136E7,0.03671876139744484,,
,,,1.189169305728476E7,0.014475263480597264,,1.189169305728476E7,0.038008867831610046,,
,,,1.2436239265337834E7,0.014693650044396935,,1.2436239265337834E7,0.039349228137616404,,
,,,1.3005721415756406E7,0.014904567739342338,,1.3005721415756406E7,0.04074406181378562,,
,,,1.3601281378986893E7,0.015108448797974659,,1.3601281378986893E7,0.04219766779291195,,
,,,1.4224113314179895E7,0.015305812197742654,,1.4224113314179895E7,0.043714419002713306,,
,,,1.487546606360265E7,0.015497252955340749,,1.487546606360265E7,0.04529875844575214,,
,,,1.5556645656696366E7,0.015683432581808834,,1.5556645656696366E7,0.04695519685385808,,
,,,1.6269017928800195E7,0.015865070691555863,,1.6269017928800195E7,0.04868831191797554,,
,,,1.7014011259791706E7,0.016042937737479033,,1.7014011259791706E7,0.05050274904622916,,
,,,1.77931194381361E7,0.016217848822454792,,1.77931194381361E7,0.0524032235625625,,
,,,1.8607904656085912E7,0.016390658516668002,,1.8607904656085912E7,0.054394524226431665,,
,,,1.946000064203784E7,0.0165622565915965,,1.946000064203784E7,0.05648151793100593,,
,,,2.03511159363264E7,0.01673356456540905,,2.03511159363264E7,0.05866915542292733,,
,,,2.128303731702384E7,0.016905532941078525,,2.128303731702384E7,0.060962477880414645,,
,,,2.225763338261411E7,0.01707913900741087,,2.225763338261411E7,0.06336662418761671,,
,,,2.3276858298725832E7,0.017255385064085093,,2.3276858298725832E7,0.06588683875083327,,
,,,2.434275571643584E7,0.01743529692429832,,2.434275571643584E7,0.06852847971567012,,
,,,2.545746287000018E7,0.017619922542383457,,2.545746287000018E7,0.0712970274626326,,
,,,2.66232148622296E7,0.017810330608586784,,2.66232148622296E7,0.07419809328140886,,
,,,2.7842349146100778E7,0.018007608948982314,,2.7842349146100778E7,0.07723742815062486,,
,,,2.9117310211591028E7,0.01821286256536063,,2.9117310211591028E7,0.08042093157979667,,
,,,3.045065448713244E7,0.01842721114816249,,3.045065448713244E7,0.08375466050328313,,
,,,3.1845055465514947E7,0.018651785895645787,,3.1845055465514947E7,0.08724483825212509,,
,,,3.3303309064514637E7,0.018887725475207666,,3.3303309064514637E7,0.09089786366860039,,
,,,3.48283392329978E7,0.01913617096907599,,3.48283392329978E7,0.09472032047002964,,
,,,3.6423203813739374E7,0.019398259657565538,,3.6423203813739374E7,0.0987189870125585,,
,,,3.809110067471375E7,0.019675117510055514,,3.809110067471375E7,0.10290084665193469,,
,,,3.9835374121149175E7,0.019967850278160885,,3.9835374121149175E7,0.10727309894591905,,
,,,4.165952160120533E7,0.020277533118627258,,4.165952160120533E7,0.11184317199086169,,
,,,4.356720071871697E7,0.020605198716535374,,4.356720071871697E7,0.11661873623149019,,
,,,4.556223656706752E7,0.020951823933445936,,4.556223656706752E7,0.12160772012600796,,
,,,4.7648629398895085E7,0.02131831507065958,,4.7648629398895085E7,0.12681832808540988,,
,,,4.9830562647012316E7,0.0217054919146454,,4.9830562647012316E7,0.13225906113324284,,
,,,5.21124113126199E7,0.022114070818806942,,5.21124113126199E7,0.13793874074603996,,
,,,5.449875073763604E7,0.022544647170884197,,5.449875073763604E7,0.1438665363313012,,
,,,5.6994365778727934E7,0.02299767769487505,,5.6994365778727934E7,0.1500519967750037,,
,,,5.960426040144389E7,0.02347346313542817,,5.960426040144389E7,0.15650508644047734,,
,,,6.233366771367934E7,0.023972131964836003,,6.233366771367934E7,0.16323622592207349,,
,,,6.518806045859894E7,0.02449362583046165,,6.518806045859894E7,0.17025633774886928,,
,,,6.817316198804997E7,0.025037687515277476,,6.817316198804997E7,0.17757689709603683,,
,,,7.129495773847401E7,0.025603852207595718,,7.129495773847401E7,0.18520998739739852,,
,,,7.455970723232402E7,0.026191442860077234,,7.455970723232402E7,0.19316836056783157,,
,,,7.797395662905186E7,0.02679957035637462,,7.797395662905186E7,0.20146550134747723,,
,,,8.154455185083437E7,0.027427139092598946,,8.154455185083437E7,0.21011569508289532,,
,,,8.52786523093519E7,0.028072858420111677,,8.52786523093519E7,0.21913409807749998,,
,,,8.918374526114874E7,0.02873526019019804,,8.918374526114874E7,0.22853680949036967,,
,,,9.326766082035308E7,0.029412722398916697,,9.326766082035308E7,0.23834094365429914,,
,,,9.7538587658865E7,0.030103498665295967,,9.7538587658865E7,0.24856470163475383,,
,,,1.0200508942548662E8,0.030805753005207437,,1.0200508942548662E8,0.25922744087169236,,
,,,1.0667612191692284E8,0.031517599106196316,,1.0667612191692284E8,0.2703497418418273,,
,,,1.1156105103507555E8,0.03223714308526665,,1.1156105103507555E8,0.2819534708493059,,
,,,1.1666967156664492E8,0.032962528540515484,,1.1666967156664492E8,0.2940618382911518,,
,,,1.2201222682268488E8,0.03369198260330776,,1.2201222682268488E8,0.30669945203663534,,
,,,1.275994291775004E8,0.034423861669742914,,1.275994291775004E8,0.31989236588850495,,
,,,1.3344248154806052E8,0.03515669554130616,,1.3344248154806052E8,0.3336681234363899,,
,,,1.3955309985700467E8,0.035889228830811054,,1.3955309985700467E8,0.3480557979453233,,
,,,1.4594353652427363E8,0.03662045868063422,,1.4594353652427363E8,0.36308602922278005,,
,,,1.5262660503447735E8,0.037349668080354524,,1.5262660503447735E8,0.37879105865716506,,
,,,1.5961570562925106E8,0.03807645434146944,,1.5961570562925106E8,0.395204763805559,,
,,,1.669248521761238E8,0.03880075256794129,,1.669248521761238E8,0.41236269402162395,,
,,,1.7456870026776624E8,0.039522854233856285,,1.7456870026776624E8,0.430302108655143,,
,,,1.8256257660796762E8,0.04024342122706126,,1.8256257660796762E8,0.44906201932844514,,
,,,1.9092250974325508E8,0.040963495927779515,,1.9092250974325508E8,0.46868323771232223,,
,,,1.996652622017855E8,0.04168450805601707,,1.996652622017855E8,0.4892084300993205,,
,,,2.088083641039402E8,0.042408279137833585,,2.088083641039402E8,0.510682179921073,,
,,,2.1837014831202695E8,0.04313702550932279,,2.1837014831202695E8,0.5331510591948991,,
,,,2.2836978718955886E8,0.04387336080293503,,2.2836978718955886E8,0.5566637097278173,,
,,,2.3882733104381898E8,0.04462029885059024,,2.3882733104381898E8,0.5812709347661229,,
,,,2.4976374832879743E8,0.045381257900329715,,2.4976374832879743E8,0.607025801665549,,
,,,2.6120096768910077E8,0.04616006698700865,,2.6120096768910077E8,0.6339837560775404,,
,,,2.731619219291499E8,0.0469609752314434,,2.731619219291499E8,0.66220274810562,,
,,,2.8567059399581397E8,0.04778866477436399,,2.8567059399581397E8,0.6917433708836968,,
,,,2.987520650666968E8,0.04864826798818108,,2.987520650666968E8,0.722669012065687,,
,,,3.124325648404804E8,0.04954538955632851,,3.124325648404804E8,0.7550460187914233,,
,,,3.267395241301802E8,0.05048613397087401,,3.267395241301802E8,0.7889438768059722,,
,,,3.4170162986475027E8,0.05147713897711897,,3.4170162986475027E8,0.8244354045559436,,
,,,3.573488826093389E8,0.05252561549102521,,3.573488826093389E8,0.8615969632659279,,
,,,3.737126567195109E8,0.05363939453281507,,3.737126567195109E8,0.900508684209701,,
,,,3.908257632500721E8,0.05482698175889571,,3.908257632500721E8,0.9412547146348988,,
,,,4.0872251574461204E8,0.05609762023509597,,4.0872251574461204E8,0.983923484077421,,
,,,4.2743879903770435E8,0.057461362177931255,,4.2743879903770435E8,1.0286079931161232,,
,,,4.4701214120769453E8,0.05892915049837403,,4.4701214120769453E8,1.075406126973122,,
,,,4.6748178882437414E8,0.06051291111609681,,4.6748178882437414E8,1.124420996766558,,
,,,4.888887856423943E8,0.062225657173752176,,4.888887856423943E8,1.1757613116779642,,
,,,5.1127605489823437E8,0.06408160647387011,,5.1127605489823437E8,1.2295417858154774,,
,,,5.3468848537570965E8,0.06609631368978801,,5.3468848537570965E8,1.2858835841479324,,
,,,5.591730214126214E8,0.06828681917244725,,5.591730214126214E8,1.3449148125681598,,
,,,5.847787570289874E8,0.07067181649425563,,5.847787570289874E8,1.406771057932731,,
,,,6.115570343656238E8,0.0732718412488822,,6.115570343656238E8,1.4715959848410307,,
,,,6.395615466304238E8,0.07610948407353149,,6.395615466304238E8,1.5395419969826036,,
,,,6.688484457587857E8,0.07920963139263289,,6.688484457587857E8,1.6107709721284034,,
,,,6.99476455004031E8,0.08259973801727115,,6.99476455004031E8,1.6854550813036773,,
,,,7.315069866835799E8,0.08631013649595884,,7.315069866835799E8,1.7637777044014844,,
,,,7.650042653169916E8,0.09037438902808607,,7.650042653169916E8,1.845934456528417,,
,,,8.000354564027369E8,0.09482968885738181,,8.000354564027369E8,1.9321343417818875,,
,,,8.366708010919645E8,0.09971731940403927,,8.366708010919645E8,2.022601054020683,,
,,,8.749837570292381E8,0.10508318102755342,,8.749837570292381E8,2.117574447603319,,
,,,9.150511456427056E8,0.11097839730981561,,9.150511456427056E8,2.217312205153304,,
,,,9.569533061789703E8,0.11746001520113525,,9.569533061789703E8,2.3220917343147676,,
,,,1.0007742567915817E9,0.12459181639778116,,1.0007742567915817E9,2.432212331373979,,
,,,1.0466018630060828E9,0.13244526106878632,,1.0466018630060828E9,2.547997656775051,,
,,,1.0945280138994675E9,0.14110058971662273,,1.0945280138994675E9,2.6697985762486867,,
,,,1.1446488063472402E9,0.15064811479341306,,1.1446488063472402E9,2.797996431874869,,
,,,1.1970647377075796E9,0.16118974103164954,,1.1970647377075796E9,2.933006820393675,,
,,,1.25188090732889E9,0.172840762719586,,1.25188090732889E9,3.07528397207477,,
,,,1.3092072272848508E9,0.18573199793035958,,1.3092072272848508E9,3.2253258432478025,,
,,,1.3691586427594435E9,0.20001233476433075,,1.3691586427594435E9,3.3836800602073462,,
,,,1.4318553625239196E9,0.21585178401045674,,1.4318553625239196E9,3.55095088297758,,
,,,1.497423099967763E9,0.233445157657939,,1.497423099967763E9,3.727807396110879,,
,,,1.565993325167025E9,0.25301652527651525,,1.565993325167025E9,3.914993182628808,,
,,,1.6377035284953642E9,0.27482464301482795,,1.6377035284953642E9,4.113337799490133,,
,,,1.712697496306447E9,0.2991696064137793,,1.712697496306447E9,4.323770452747557,,
,,,1.7911255992403932E9,0.3264010533812382,,1.7911255992403932E9,4.5473363734525964,,
,,,1.8731450937324457E9,0.3569283445496504,,1.8731450937324457E9,4.785216529052274,,
,,,1.9589204373283114E9,0.39123328483088265,,1.9589204373283114E9,5.0387514800280435,,
,,,2.0486236184385302E9,0.4298861366571389,,2.0486236184385302E9,5.309470422479932,,
,,,2.142434501192965E9,0.4735659330294982,,2.142434501192965E9,5.599126764733982,,
,,,2.2405411860869184E9,0.5230864577850382,,2.2405411860869184E9,5.909741998823053,,
,,,2.343140387142058E9,0.5794297671411172,,2.343140387142058E9,6.243660187278539,,
,,,2.450437826338281E9,0.6437898495176663,,2.450437826338281E9,6.603616151949535,,
,,,2.5626486461075397E9,0.7176300653211369,,2.5626486461075397E9,6.992821512105976,,
,,,2.679997840716567E9,0.8027595385009251,,2.679997840716567E9,7.415074203528265,,
,,,2.8027207074036303E9,0.9014359454675854,,2.8027207074036303E9,7.874899213065825,,
,,,2.9310633181737137E9,1.0165055785861712,,2.9310633181737137E9,8.377731279763626,,
,,,3.065283013198317E9,1.1515968274169446,,3.065283013198317E9,8.930154699545529,,
,,,3.205648916808991E9,1.3113914474564614,,3.205648916808991E9,9.540221837619262,,
,,,3.3524424771194315E9,1.5020110871819765,,3.3524424771194315E9,10.217881630574505,,
,,,3.5059580303579197E9,1.731577843028585,,3.5059580303579197E9,10.975564065312943,,
,,,3.666503391041871E9,2.011043012541491,,3.666503391041871E9,11.828989315318958,,
,,,3.8344004691776366E9,2.3554384594032096,,3.8344004691776366E9,12.798305772402946,,
,,,4.009985915723325E9,2.7858101104153827,,4.009985915723325E9,13.909717704212824,,
,,,4.1936117976086297E9,3.332281280533914,,4.1936117976086297E9,15.197853964979203,,
,,,4.3856463036654005E9,4.039039215135712,,4.3856463036654005E9,16.709275214597266,,
,,,4.586474482884159E9,4.972688440271201,,4.586474482884159E9,18.507748831246236,,
,,,4.796499016477109E9,6.23665774322271,,4.796499016477109E9,20.682267638960994,,
,,,5.01614102529542E9,7.996718321734542,,5.01614102529542E9,23.359212450487554,,
,,,5.245840914220046E9,10.52693928911315,,5.245840914220046E9,26.720139305758686,,
,,,5.48605925521886E9,14.291279417551783,,5.48605925521886E9,31.024260058099806,,
,,,5.737277710841023E9,20.07244116192961,,5.737277710841023E9,36.620366031538154,,
,,,6.0E9,29.070185952660587,,6.0E9,43.86975027199189,,
